726,-13.8564
726,-12.1244
726,-10.3923
726,-8.66025
726,-6.9282
726,-5.19615
726,-3.4641
726,-1.73205
726,0
726,1.73205
726,3.4641
726,5.19615
726,6.9282
726,8.66025
726,10.3923
726,12.1244
726,13.8564
726,15.5885
726.5,-59.7558
726.5,-58.0237
726.5,-56.2917
726.5,-54.5596
726.5,-52.8275
726.5,-51.0955
726.5,-49.3634
726.5,-47.6314
726.5,-45.8993
726.5,-44.1673
726.5,-42.4352
726.5,-40.7032
726.5,-38.9711
726.5,-37.2391
726.5,-35.507
726.5,-33.775
726.5,-32.0429
726.5,-30.3109
726.5,-28.5788
726.5,-26.8468
726.5,-25.1147
726.5,-23.3827
726.5,-21.6506
726.5,-19.9186
726.5,-18.1865
726.5,-16.4545
726.5,-14.7224
726.5,-12.9904
726.5,-11.2583
726.5,-9.52628
726.5,-7.79423
726.5,-6.06218
726.5,-4.33013
726.5,-2.59808
726.5,-0.866025
726.5,0.866025
726.5,2.59808
726.5,4.33013
726.5,6.06218
726.5,7.79423
726.5,9.52628
726.5,11.2583
726.5,12.9904
726.5,14.7224
726.5,16.4545
726.5,18.1865
726.5,19.9186
726.5,21.6506
726.5,23.3827
726.5,25.1147
726.5,26.8468
726.5,28.5788
726.5,30.3109
726.5,32.0429
726.5,33.775
726.5,35.507
727,-53.6936
727,-51.9615
727,-50.2295
727,-48.4974
727,-46.7654
727,-45.0333
727,-43.3013
727,-41.5692
727,-39.8372
727,-38.1051
727,-36.3731
727,-34.641
727,-32.909
727,-31.1769
727,-29.4449
727,-27.7128
727,-25.9808
727,-24.2487
727,-22.5167
727,-20.7846
727,-19.0526
727,-17.3205
727,-15.5885
727,-13.8564
727,-12.1244
727,-10.3923
727,-8.66025
727,-6.9282
727,-5.19615
727,-3.4641
727,-1.73205
727,0
727,1.73205
727,3.4641
727,5.19615
727,6.9282
727,8.66025
727,10.3923
727,12.1244
727,13.8564
727,15.5885
727,17.3205
727,19.0526
727,20.7846
727,22.5167
727,24.2487
727,25.9808
727,27.7128
727,29.4449
727,31.1769
727,32.909
727,34.641
727,36.3731
727,38.1051
727,39.8372
727,41.5692
727,43.3013
727,45.0333
727,46.7654
727,48.4974
727,50.2295
727,51.9615
727,53.6936
727.5,-45.8993
727.5,-44.1673
727.5,-42.4352
727.5,-40.7032
727.5,-38.9711
727.5,-37.2391
727.5,-35.507
727.5,-33.775
727.5,-32.0429
727.5,-30.3109
727.5,-28.5788
727.5,-26.8468
727.5,-25.1147
727.5,-23.3827
727.5,-21.6506
727.5,-19.9186
727.5,-18.1865
727.5,-16.4545
727.5,-14.7224
727.5,-12.9904
727.5,-11.2583
727.5,-9.52628
727.5,-7.79423
727.5,-6.06218
727.5,-4.33013
727.5,-2.59808
727.5,-0.866025
727.5,0.866025
727.5,2.59808
727.5,4.33013
727.5,6.06218
727.5,7.79423
727.5,9.52628
727.5,11.2583
727.5,12.9904
727.5,14.7224
727.5,16.4545
727.5,18.1865
727.5,19.9186
727.5,21.6506
727.5,23.3827
727.5,25.1147
727.5,26.8468
727.5,28.5788
727.5,30.3109
727.5,32.0429
727.5,33.775
727.5,35.507
727.5,37.2391
727.5,38.9711
727.5,40.7032
727.5,42.4352
727.5,44.1673
727.5,45.8993
728,-38.1051
728,-36.3731
728,-34.641
728,-32.909
728,-31.1769
728,-29.4449
728,-27.7128
728,-25.9808
728,-24.2487
728,-22.5167
728,-20.7846
728,-19.0526
728,-17.3205
728,-15.5885
728,-13.8564
728,-12.1244
728,-10.3923
728,-8.66025
728,-6.9282
728,-5.19615
728,-3.4641
728,-1.73205
728,0
728,1.73205
728,3.4641
728,5.19615
728,6.9282
728,8.66025
728,10.3923
728,12.1244
728,13.8564
728,15.5885
728,17.3205
728,19.0526
728,20.7846
728,22.5167
728,24.2487
728,25.9808
728,27.7128
728,29.4449
728,31.1769
728,32.909
728,34.641
728,36.3731
728,38.1051
728.5,-26.8468
728.5,-25.1147
728.5,-23.3827
728.5,-21.6506
728.5,-19.9186
728.5,-18.1865
728.5,-16.4545
728.5,-14.7224
728.5,-12.9904
728.5,-11.2583
728.5,-9.52628
728.5,-7.79423
728.5,-6.06218
728.5,-4.33013
728.5,-2.59808
728.5,-0.866025
728.5,0.866025
728.5,2.59808
728.5,4.33013
728.5,6.06218
728.5,7.79423
728.5,9.52628
728.5,11.2583
728.5,12.9904
728.5,14.7224
728.5,16.4545
728.5,18.1865
728.5,19.9186
728.5,21.6506
728.5,23.3827
728.5,25.1147
728.5,26.8468
729,0
