723.5,-89.2006
723.5,-87.4686
723.5,-85.7365
723.5,-84.0045
724,-84.8705
724,-83.1384
724,-81.4064
724,-79.6743
724,-77.9423
724,-76.2102
724,-74.4782
724,-72.7461
724,-71.0141
724,-69.282
724,-67.55
724,-65.8179
724,-64.0859
724.5,-80.5404
724.5,-78.8083
724.5,-77.0763
724.5,-75.3442
724.5,-73.6122
724.5,-71.8801
724.5,-70.1481
724.5,-68.416
724.5,-66.684
724.5,-64.9519
724.5,-63.2199
724.5,-61.4878
724.5,-59.7558
724.5,-58.0237
724.5,-56.2917
724.5,-54.5596
724.5,-52.8275
724.5,-51.0955
724.5,-49.3634
724.5,-47.6314
724.5,-45.8993
724.5,-44.1673
725,-76.2102
725,-74.4782
725,-72.7461
725,-71.0141
725,-69.282
725,-67.55
725,-65.8179
725,-64.0859
725,-62.3538
725,-60.6218
725,-58.8897
725,-57.1577
725,-55.4256
725,-53.6936
725,-51.9615
725,-50.2295
725,-48.4974
725,-46.7654
725,-45.0333
725,-43.3013
725,-41.5692
725,-39.8372
725,-38.1051
725,-36.3731
725,-34.641
725,-32.909
725,-31.1769
725,-29.4449
725,-27.7128
725,-25.9808
725,-24.2487
725.5,-70.1481
725.5,-68.416
725.5,-66.684
725.5,-64.9519
725.5,-63.2199
725.5,-61.4878
725.5,-59.7558
725.5,-58.0237
725.5,-56.2917
725.5,-54.5596
725.5,-52.8275
725.5,-51.0955
725.5,-49.3634
725.5,-47.6314
725.5,-45.8993
725.5,-44.1673
725.5,-42.4352
725.5,-40.7032
725.5,-38.9711
725.5,-37.2391
725.5,-35.507
725.5,-33.775
725.5,-32.0429
725.5,-30.3109
725.5,-28.5788
725.5,-26.8468
725.5,-25.1147
725.5,-23.3827
725.5,-21.6506
725.5,-19.9186
725.5,-18.1865
725.5,-16.4545
725.5,-14.7224
725.5,-12.9904
725.5,-11.2583
725.5,-9.52628
725.5,-7.79423
725.5,-6.06218
725.5,-4.33013
726,-65.8179
726,-64.0859
726,-62.3538
726,-60.6218
726,-58.8897
726,-57.1577
726,-55.4256
726,-53.6936
726,-51.9615
726,-50.2295
726,-48.4974
726,-46.7654
726,-45.0333
726,-43.3013
726,-41.5692
726,-39.8372
726,-38.1051
726,-36.3731
726,-34.641
726,-32.909
726,-31.1769
726,-29.4449
726,-27.7128
726,-25.9808
726,-24.2487
726,-22.5167
726,-20.7846
726,-19.0526
726,-17.3205
726,-15.5885
